Name,Technology,Location,Age,Owner,Capacity,Efficiency
Kraftwerk Hausham,Fuel oil PGT,deNode,33,Energy Producer DE C,24.545602517497695,0.3332
Kraftwerk Hausham,Fuel oil PGT,deNode,33,Energy Producer DE A,24.545602517497695,0.3332
Kraftwerk Hausham,Fuel oil PGT,deNode,33,Energy Producer DE B,24.545602517497695,0.3332
Kraftwerk Raffinerie Heide,Fuel oil PGT,deNode,53,Energy Producer DE B,47.08100482882101,0.3432
Abfallentsorgungszentrum Asdonkshof,Fuel oil PGT,deNode,18,Energy Producer DE A,5.078400520861591,0.3817
MiRO,Fuel oil PGT,deNode,20,Energy Producer DE C,47.61000488307742,0.3795
MiRO,Fuel oil PGT,deNode,20,Energy Producer DE B,26.45000271282079,0.3795
Raffineriekraftwerk Köln Godorf,Fuel oil PGT,deNode,11,Energy Producer DE B,121.03521241386795,0.38
Raffineriekraftwerk,Fuel oil PGT,deNode,18,Energy Producer DE C,97.86501003743693,0.38
Dampfkraftwerk Marbach am Neckar,Fuel oil PGT,deNode,44,Energy Producer DE C,81.88920839889317,0.3046
Dampfkraftwerk Marbach am Neckar,Fuel oil PGT,deNode,40,Energy Producer DE A,89.93000922359069,0.38
Dampfkraftwerk Marbach am Neckar,Fuel oil PGT,deNode,40,Energy Producer DE C,278.7830285931311,0.38
DKW Nord,Fuel oil PGT,deNode,27,Energy Producer DE B,12.061201237046282,0.3718
Itzehoe,Fuel oil PGT,deNode,43,Energy Producer DE A,93.10400954912919,0.3542
Audorf,Fuel oil PGT,deNode,42,Energy Producer DE B,92.04600944061636,0.3553
IKS PCK Schwedt,Fuel oil PGT,deNode,43,Energy Producer DE B,29.624003038359287,0.3542
IKS PCK Schwedt,Fuel oil PGT,deNode,21,Energy Producer DE A,36.50100374369269,0.3784
IKS PCK Schwedt,Fuel oil PGT,deNode,17,Energy Producer DE B,112.14801150236016,0.3828
IKS PCK Schwedt,Fuel oil PGT,deNode,17,Energy Producer DE A,112.14801150236016,0.3828
IKS PCK Schwedt,Fuel oil PGT,deNode,4,Energy Producer DE B,62.42200640225707,0.3971
DKW Leinau,Fuel oil PGT,deNode,37,Energy Producer DE C,12.061201237046282,0.3608
Restmüll-Heizkraftwerk Stuttgart-Münster,Fuel oil PGT,deNode,41,Energy Producer DE A,24.651402528348978,0.3124
Restmüll-Heizkraftwerk Stuttgart-Münster,Fuel oil PGT,deNode,41,Energy Producer DE C,24.651402528348978,0.3124
Restmüll-Heizkraftwerk Stuttgart-Münster,Fuel oil PGT,deNode,41,Energy Producer DE C,24.651402528348978,0.3124
Irsching,Fuel oil PGT,deNode,41,Energy Producer DE A,439.07004503282513,0.3564
Kraftwerk Walheim,Fuel oil PGT,deNode,34,Energy Producer DE C,143.8880147577451,0.3306
SKW Gasturbine,Fuel oil PGT,deNode,27,Energy Producer DE B,25.39200260430796,0.3488
SKW Diesel,Fuel oil PGT,deNode,37,Energy Producer DE A,11.109001139384732,0.3608
Wedel,Fuel oil PGT,deNode,43,Energy Producer DE C,53.429005479898,0.3072
Wedel,Fuel oil PGT,deNode,43,Energy Producer DE C,53.429005479898,0.3072
Kraftwerk,Fuel oil PGT,deNode,53,Energy Producer DE B,70.14540719440073,0.38
Wilhelmshaven,Fuel oil PGT,deNode,42,Energy Producer DE A,59.248006076718575,0.3098
Spitzenlastanlage Barmen,Fuel oil PGT,deNode,7,Energy Producer DE C,63.4800065107699,0.38
Zolling,Fuel oil PGT,deNode,39,Energy Producer DE A,48.66800499159026,0.3176
Offshore wind PGT plant DE 1,Offshore wind PGT,deNode,24,Pref Investor Verylarge DE,600,1.02
Offshore wind PGT plant DE 2,Offshore wind PGT,deNode,26,Pref Investor Medium DE,600,1.02
Offshore wind PGT plant DE 3,Offshore wind PGT,deNode,5,Pref Investor Verylarge DE,600,1.02
Offshore wind PGT plant DE 4,Offshore wind PGT,deNode,11,Pref Investor Small DE,600,1.02
Offshore wind PGT plant DE 5,Offshore wind PGT,deNode,27,Pref Investor Large DE,600,1.02
Offshore wind PGT plant DE 6,Offshore wind PGT,deNode,25,Pref Investor Large DE,600,1.02
Last Offshore wind PGT plant DE,Offshore wind PGT,deNode,15,Pref Investor Verylarge DE,559,1.02
Onshore wind PGT plant DE 1,Onshore wind PGT,deNode,26,Pref Investor Large DE,600,1
Onshore wind PGT plant DE 2,Onshore wind PGT,deNode,27,Pref Investor Verylarge DE,600,1
Onshore wind PGT plant DE 3,Onshore wind PGT,deNode,27,Pref Investor Small DE,600,1
Onshore wind PGT plant DE 4,Onshore wind PGT,deNode,28,Pref Investor Large DE,600,1
Onshore wind PGT plant DE 5,Onshore wind PGT,deNode,12,Pref Investor Medium DE,600,1
Onshore wind PGT plant DE 6,Onshore wind PGT,deNode,22,Pref Investor Large DE,600,1
Onshore wind PGT plant DE 7,Onshore wind PGT,deNode,27,Pref Investor Large DE,600,1
Onshore wind PGT plant DE 8,Onshore wind PGT,deNode,23,Pref Investor Verylarge DE,600,1
Onshore wind PGT plant DE 9,Onshore wind PGT,deNode,26,Pref Investor Verylarge DE,600,1
Onshore wind PGT plant DE 10,Onshore wind PGT,deNode,3,Pref Investor Verylarge DE,600,1
Onshore wind PGT plant DE 11,Onshore wind PGT,deNode,4,Pref Investor Medium DE,600,1
Onshore wind PGT plant DE 12,Onshore wind PGT,deNode,6,Pref Investor Large DE,600,1
Onshore wind PGT plant DE 13,Onshore wind PGT,deNode,9,Pref Investor Large DE,600,1
Onshore wind PGT plant DE 14,Onshore wind PGT,deNode,17,Pref Investor Medium DE,600,1
Onshore wind PGT plant DE 15,Onshore wind PGT,deNode,26,Pref Investor Verylarge DE,600,1
Onshore wind PGT plant DE 16,Onshore wind PGT,deNode,19,Pref Investor Large DE,600,1
Onshore wind PGT plant DE 17,Onshore wind PGT,deNode,16,Pref Investor Verylarge DE,600,1
Onshore wind PGT plant DE 18,Onshore wind PGT,deNode,4,Pref Investor Medium DE,600,1
Onshore wind PGT plant DE 19,Onshore wind PGT,deNode,1,Pref Investor Small DE,600,1
Onshore wind PGT plant DE 20,Onshore wind PGT,deNode,30,Pref Investor Small DE,600,1
Onshore wind PGT plant DE 21,Onshore wind PGT,deNode,24,Pref Investor Medium DE,600,1
Onshore wind PGT plant DE 22,Onshore wind PGT,deNode,10,Pref Investor Large DE,600,1
Onshore wind PGT plant DE 23,Onshore wind PGT,deNode,20,Pref Investor Verylarge DE,600,1
Onshore wind PGT plant DE 24,Onshore wind PGT,deNode,18,Pref Investor Verylarge DE,600,1
Onshore wind PGT plant DE 25,Onshore wind PGT,deNode,11,Pref Investor Small DE,600,1
Onshore wind PGT plant DE 26,Onshore wind PGT,deNode,27,Pref Investor Medium DE,600,1
Onshore wind PGT plant DE 27,Onshore wind PGT,deNode,15,Pref Investor Verylarge DE,600,1
Onshore wind PGT plant DE 28,Onshore wind PGT,deNode,21,Pref Investor Medium DE,600,1
Onshore wind PGT plant DE 29,Onshore wind PGT,deNode,4,Pref Investor Verylarge DE,600,1
Onshore wind PGT plant DE 30,Onshore wind PGT,deNode,6,Pref Investor Medium DE,600,1
Onshore wind PGT plant DE 31,Onshore wind PGT,deNode,17,Pref Investor Large DE,600,1
Onshore wind PGT plant DE 32,Onshore wind PGT,deNode,19,Pref Investor Large DE,600,1
Onshore wind PGT plant DE 33,Onshore wind PGT,deNode,9,Pref Investor Large DE,600,1
Onshore wind PGT plant DE 34,Onshore wind PGT,deNode,29,Pref Investor Small DE,600,1
Onshore wind PGT plant DE 35,Onshore wind PGT,deNode,25,Pref Investor Verylarge DE,600,1
Onshore wind PGT plant DE 36,Onshore wind PGT,deNode,15,Pref Investor Medium DE,600,1
Onshore wind PGT plant DE 37,Onshore wind PGT,deNode,6,Pref Investor Small DE,600,1
Onshore wind PGT plant DE 38,Onshore wind PGT,deNode,24,Pref Investor Large DE,600,1
Onshore wind PGT plant DE 39,Onshore wind PGT,deNode,16,Pref Investor Small DE,600,1
Onshore wind PGT plant DE 40,Onshore wind PGT,deNode,8,Pref Investor Small DE,600,1
Onshore wind PGT plant DE 41,Onshore wind PGT,deNode,21,Pref Investor Small DE,600,1
Onshore wind PGT plant DE 42,Onshore wind PGT,deNode,26,Pref Investor Large DE,600,1
Onshore wind PGT plant DE 43,Onshore wind PGT,deNode,25,Pref Investor Large DE,600,1
Onshore wind PGT plant DE 44,Onshore wind PGT,deNode,25,Pref Investor Medium DE,600,1
Onshore wind PGT plant DE 45,Onshore wind PGT,deNode,26,Pref Investor Verylarge DE,600,1
Onshore wind PGT plant DE 46,Onshore wind PGT,deNode,22,Pref Investor Verylarge DE,600,1
Onshore wind PGT plant DE 47,Onshore wind PGT,deNode,30,Pref Investor Verylarge DE,600,1
Onshore wind PGT plant DE 48,Onshore wind PGT,deNode,8,Pref Investor Small DE,600,1
Onshore wind PGT plant DE 49,Onshore wind PGT,deNode,12,Pref Investor Medium DE,600,1
Onshore wind PGT plant DE 50,Onshore wind PGT,deNode,22,Pref Investor Small DE,600,1
Onshore wind PGT plant DE 51,Onshore wind PGT,deNode,21,Pref Investor Small DE,600,1
Onshore wind PGT plant DE 52,Onshore wind PGT,deNode,16,Pref Investor Medium DE,600,1
Onshore wind PGT plant DE 53,Onshore wind PGT,deNode,25,Pref Investor Medium DE,600,1
Onshore wind PGT plant DE 54,Onshore wind PGT,deNode,4,Pref Investor Medium DE,600,1
Onshore wind PGT plant DE 55,Onshore wind PGT,deNode,20,Pref Investor Verylarge DE,600,1
Onshore wind PGT plant DE 56,Onshore wind PGT,deNode,4,Pref Investor Verylarge DE,600,1
Onshore wind PGT plant DE 57,Onshore wind PGT,deNode,7,Pref Investor Medium DE,600,1
Onshore wind PGT plant DE 58,Onshore wind PGT,deNode,19,Pref Investor Small DE,600,1
Onshore wind PGT plant DE 59,Onshore wind PGT,deNode,21,Pref Investor Verylarge DE,600,1
Onshore wind PGT plant DE 60,Onshore wind PGT,deNode,20,Pref Investor Small DE,600,1
Onshore wind PGT plant DE 61,Onshore wind PGT,deNode,11,Pref Investor Verylarge DE,600,1
Onshore wind PGT plant DE 62,Onshore wind PGT,deNode,22,Pref Investor Verylarge DE,600,1
Onshore wind PGT plant DE 63,Onshore wind PGT,deNode,11,Pref Investor Verylarge DE,600,1
Onshore wind PGT plant DE 64,Onshore wind PGT,deNode,25,Pref Investor Verylarge DE,600,1
Onshore wind PGT plant DE 65,Onshore wind PGT,deNode,20,Pref Investor Large DE,600,1
Onshore wind PGT plant DE 66,Onshore wind PGT,deNode,4,Pref Investor Large DE,600,1
Onshore wind PGT plant DE 67,Onshore wind PGT,deNode,26,Pref Investor Small DE,600,1
Last Onshore wind PGT plant DE,Onshore wind PGT,deNode,7,Pref Investor Verylarge DE,99.58333333332848,1
Photovoltaic PGT plant DE 1,Photovoltaic PGT,deNode,11,Pref Investor Verylarge DE,500,1.1
Photovoltaic PGT plant DE 2,Photovoltaic PGT,deNode,12,Pref Investor Large DE,500,1.1
Photovoltaic PGT plant DE 3,Photovoltaic PGT,deNode,23,Pref Investor Medium DE,500,1.1
Photovoltaic PGT plant DE 4,Photovoltaic PGT,deNode,24,Pref Investor Large DE,500,1.1
Photovoltaic PGT plant DE 5,Photovoltaic PGT,deNode,24,Pref Investor Small DE,500,1.1
Photovoltaic PGT plant DE 6,Photovoltaic PGT,deNode,21,Pref Investor Verylarge DE,500,1.1
Photovoltaic PGT plant DE 7,Photovoltaic PGT,deNode,16,Pref Investor Verylarge DE,500,1.1
Photovoltaic PGT plant DE 8,Photovoltaic PGT,deNode,17,Pref Investor Medium DE,500,1.1
Photovoltaic PGT plant DE 9,Photovoltaic PGT,deNode,21,Pref Investor Large DE,500,1.1
Photovoltaic PGT plant DE 10,Photovoltaic PGT,deNode,7,Pref Investor Large DE,500,1.1
Photovoltaic PGT plant DE 11,Photovoltaic PGT,deNode,8,Pref Investor Verylarge DE,500,1.1
Photovoltaic PGT plant DE 12,Photovoltaic PGT,deNode,6,Pref Investor Large DE,500,1.1
Photovoltaic PGT plant DE 13,Photovoltaic PGT,deNode,10,Pref Investor Verylarge DE,500,1.1
Photovoltaic PGT plant DE 14,Photovoltaic PGT,deNode,6,Pref Investor Verylarge DE,500,1.1
Photovoltaic PGT plant DE 15,Photovoltaic PGT,deNode,1,Pref Investor Verylarge DE,500,1.1
Photovoltaic PGT plant DE 16,Photovoltaic PGT,deNode,10,Pref Investor Small DE,500,1.1
Photovoltaic PGT plant DE 17,Photovoltaic PGT,deNode,15,Pref Investor Verylarge DE,500,1.1
Photovoltaic PGT plant DE 18,Photovoltaic PGT,deNode,3,Pref Investor Small DE,500,1.1
Photovoltaic PGT plant DE 19,Photovoltaic PGT,deNode,7,Pref Investor Small DE,500,1.1
Photovoltaic PGT plant DE 20,Photovoltaic PGT,deNode,19,Pref Investor Large DE,500,1.1
Photovoltaic PGT plant DE 21,Photovoltaic PGT,deNode,18,Pref Investor Verylarge DE,500,1.1
Photovoltaic PGT plant DE 22,Photovoltaic PGT,deNode,9,Pref Investor Medium DE,500,1.1
Photovoltaic PGT plant DE 23,Photovoltaic PGT,deNode,27,Pref Investor Medium DE,500,1.1
Photovoltaic PGT plant DE 24,Photovoltaic PGT,deNode,1,Pref Investor Medium DE,500,1.1
Photovoltaic PGT plant DE 25,Photovoltaic PGT,deNode,23,Pref Investor Small DE,500,1.1
Photovoltaic PGT plant DE 26,Photovoltaic PGT,deNode,3,Pref Investor Large DE,500,1.1
Photovoltaic PGT plant DE 27,Photovoltaic PGT,deNode,25,Pref Investor Medium DE,500,1.1
Photovoltaic PGT plant DE 28,Photovoltaic PGT,deNode,25,Pref Investor Large DE,500,1.1
Photovoltaic PGT plant DE 29,Photovoltaic PGT,deNode,27,Pref Investor Large DE,500,1.1
Photovoltaic PGT plant DE 30,Photovoltaic PGT,deNode,10,Pref Investor Large DE,500,1.1
Photovoltaic PGT plant DE 31,Photovoltaic PGT,deNode,18,Pref Investor Large DE,500,1.1
Photovoltaic PGT plant DE 32,Photovoltaic PGT,deNode,1,Pref Investor Medium DE,500,1.1
Photovoltaic PGT plant DE 33,Photovoltaic PGT,deNode,23,Pref Investor Large DE,500,1.1
Photovoltaic PGT plant DE 34,Photovoltaic PGT,deNode,26,Pref Investor Small DE,500,1.1
Photovoltaic PGT plant DE 35,Photovoltaic PGT,deNode,22,Pref Investor Large DE,500,1.1
Photovoltaic PGT plant DE 36,Photovoltaic PGT,deNode,13,Pref Investor Small DE,500,1.1
Photovoltaic PGT plant DE 37,Photovoltaic PGT,deNode,16,Pref Investor Large DE,500,1.1
Photovoltaic PGT plant DE 38,Photovoltaic PGT,deNode,27,Pref Investor Large DE,500,1.1
Photovoltaic PGT plant DE 39,Photovoltaic PGT,deNode,19,Pref Investor Small DE,500,1.1
Photovoltaic PGT plant DE 40,Photovoltaic PGT,deNode,5,Pref Investor Small DE,500,1.1
Photovoltaic PGT plant DE 41,Photovoltaic PGT,deNode,27,Pref Investor Large DE,500,1.1
Photovoltaic PGT plant DE 42,Photovoltaic PGT,deNode,13,Pref Investor Medium DE,500,1.1
Photovoltaic PGT plant DE 43,Photovoltaic PGT,deNode,29,Pref Investor Medium DE,500,1.1
Photovoltaic PGT plant DE 44,Photovoltaic PGT,deNode,26,Pref Investor Small DE,500,1.1
Photovoltaic PGT plant DE 45,Photovoltaic PGT,deNode,29,Pref Investor Large DE,500,1.1
Photovoltaic PGT plant DE 46,Photovoltaic PGT,deNode,17,Pref Investor Medium DE,500,1.1
Photovoltaic PGT plant DE 47,Photovoltaic PGT,deNode,5,Pref Investor Medium DE,500,1.1
Photovoltaic PGT plant DE 48,Photovoltaic PGT,deNode,3,Pref Investor Small DE,500,1.1
Photovoltaic PGT plant DE 49,Photovoltaic PGT,deNode,12,Pref Investor Verylarge DE,500,1.1
Photovoltaic PGT plant DE 50,Photovoltaic PGT,deNode,2,Pref Investor Large DE,500,1.1
Photovoltaic PGT plant DE 51,Photovoltaic PGT,deNode,25,Pref Investor Large DE,500,1.1
Photovoltaic PGT plant DE 52,Photovoltaic PGT,deNode,11,Pref Investor Small DE,500,1.1
Photovoltaic PGT plant DE 53,Photovoltaic PGT,deNode,20,Pref Investor Large DE,500,1.1
Photovoltaic PGT plant DE 54,Photovoltaic PGT,deNode,30,Pref Investor Small DE,500,1.1
Photovoltaic PGT plant DE 55,Photovoltaic PGT,deNode,20,Pref Investor Large DE,500,1.1
Photovoltaic PGT plant DE 56,Photovoltaic PGT,deNode,10,Pref Investor Large DE,500,1.1
Photovoltaic PGT plant DE 57,Photovoltaic PGT,deNode,17,Pref Investor Small DE,500,1.1
Photovoltaic PGT plant DE 58,Photovoltaic PGT,deNode,7,Pref Investor Verylarge DE,500,1.1
Photovoltaic PGT plant DE 59,Photovoltaic PGT,deNode,29,Pref Investor Medium DE,500,1.1
Photovoltaic PGT plant DE 60,Photovoltaic PGT,deNode,22,Pref Investor Small DE,500,1.1
Photovoltaic PGT plant DE 61,Photovoltaic PGT,deNode,14,Pref Investor Small DE,500,1.1
Photovoltaic PGT plant DE 62,Photovoltaic PGT,deNode,12,Pref Investor Small DE,500,1.1
Photovoltaic PGT plant DE 63,Photovoltaic PGT,deNode,20,Pref Investor Large DE,500,1.1
Photovoltaic PGT plant DE 64,Photovoltaic PGT,deNode,8,Pref Investor Verylarge DE,500,1.1
Photovoltaic PGT plant DE 65,Photovoltaic PGT,deNode,24,Pref Investor Medium DE,500,1.1
Photovoltaic PGT plant DE 66,Photovoltaic PGT,deNode,24,Pref Investor Small DE,500,1.1
Photovoltaic PGT plant DE 67,Photovoltaic PGT,deNode,24,Pref Investor Large DE,500,1.1
Photovoltaic PGT plant DE 68,Photovoltaic PGT,deNode,26,Pref Investor Verylarge DE,500,1.1
Photovoltaic PGT plant DE 69,Photovoltaic PGT,deNode,18,Pref Investor Medium DE,500,1.1
Photovoltaic PGT plant DE 70,Photovoltaic PGT,deNode,26,Pref Investor Verylarge DE,500,1.1
Photovoltaic PGT plant DE 71,Photovoltaic PGT,deNode,19,Pref Investor Medium DE,500,1.1
Photovoltaic PGT plant DE 72,Photovoltaic PGT,deNode,13,Pref Investor Small DE,500,1.1
Photovoltaic PGT plant DE 73,Photovoltaic PGT,deNode,2,Pref Investor Large DE,500,1.1
Photovoltaic PGT plant DE 74,Photovoltaic PGT,deNode,28,Pref Investor Large DE,500,1.1
Photovoltaic PGT plant DE 75,Photovoltaic PGT,deNode,21,Pref Investor Small DE,500,1.1
Photovoltaic PGT plant DE 76,Photovoltaic PGT,deNode,29,Pref Investor Medium DE,500,1.1
Photovoltaic PGT plant DE 77,Photovoltaic PGT,deNode,2,Pref Investor Medium DE,500,1.1
Photovoltaic PGT plant DE 78,Photovoltaic PGT,deNode,8,Pref Investor Verylarge DE,500,1.1
Last Photovoltaic PGT plant DE,Photovoltaic PGT,deNode,7,Pref Investor Verylarge DE,321.8333333333285,1.1
AL-1,CCGT,nlNode,24,Energy Producer NL B,86.84687254832038,0.59
AL-2,CCGT,nlNode,26,Energy Producer NL A,77.04158048641324,0.59
Amercentrale (A8),Coal PSC,nlNode,5,Energy Producer NL C,910.1720269259536,0.44
Amercentrale (A9),Coal PSC,nlNode,11,Energy Producer NL C,907.3497880827723,0.44
Amylum,CCGT,nlNode,27,Energy Producer NL C,9.805292061907139,0.59
Attero Noord B.V.,Biomass CHP,nlNode,25,Energy Producer NL A,397,0.35
BOZ,CCGT,nlNode,15,Energy Producer NL C,46.224948291847944,0.59
Borssele 30,Nuclear PGT,nlNode,26,Energy Producer NL B,486,0.33
CUIJK,Coal PSC,nlNode,27,Energy Producer NL C,35.277985539765645,0.44
Centrale Bergum (CB10),CCGT,nlNode,27,Energy Producer NL C,100.85443263675916,0.59
Centrale Bergum (CB20),CCGT,nlNode,28,Energy Producer NL B,100.85443263675916,0.59
Centrale Diemen (DM33),CCGT,nlNode,12,Energy Producer NL C,348.7882462021254,0.59
Centrale Diemen (DM34),CCGT,nlNode,22,Energy Producer NL C,609.3288638470865,0.59
Centrale Galileistraat (FG1),CCGT,nlNode,27,Energy Producer NL B,0,0.59
Centrale Gelderland (CG13),Coal PSC,nlNode,23,Energy Producer NL C,0,0.44
Centrale Harculo (HC60),CCGT,nlNode,26,Energy Producer NL B,0,0.59
Centrale Hemweg (HW-7),CCGT,nlNode,3,Energy Producer NL A,819.442265173668,0.59
Centrale Hemweg (HW-8),Coal PSC,nlNode,4,Energy Producer NL A,917.2276240339067,0.44
Centrale Hemweg (HW-9),CCGT,nlNode,6,Energy Producer NL B,605.1265958205549,0.59
Centrale Lage Weide,CCGT,nlNode,9,Energy Producer NL C,345.98673418443764,0.59
Centrale Maasvlakte (MV1),Coal PSC,nlNode,17,Energy Producer NL A,0,0.44
Centrale Maasvlakte (MV2),Coal PSC,nlNode,26,Energy Producer NL B,0,0.44
Centrale Maasvlakte (MV3),Coal PSC,nlNode,19,Energy Producer NL B,1507.0755422587883,0.44
Centrale Merwedekanaal,CCGT,nlNode,16,Energy Producer NL B,317.9716140075601,0.59
Centrale RoCa (RoCa3),CCGT,nlNode,4,Energy Producer NL C,305.3648099279652,0.59
Centrale Swentibold,CCGT,nlNode,1,Energy Producer NL C,315.17010198987236,0.59
Centrale Velsen (VN24),CCGT,nlNode,30,Energy Producer NL C,642.9470080593396,0.59
Centrale Velsen (VN25),CCGT,nlNode,24,Energy Producer NL A,525.2835033164539,0.59
Clauscentrale (A),CCGT,nlNode,10,Energy Producer NL B,896.4838456600813,0.59
Clauscentrale (C1),CCGT,nlNode,20,Energy Producer NL A,434.2343627416019,0.59
Clauscentrale (C2),CCGT,nlNode,18,Energy Producer NL C,434.2343627416019,0.59
Clauscentrale (C3),CCGT,nlNode,11,Energy Producer NL A,434.2343627416019,0.59
Delesto (Del1),CCGT,nlNode,27,Energy Producer NL A,252.13608159189786,0.59
Delesto (Del2),CCGT,nlNode,15,Energy Producer NL A,490.26460309535696,0.59
Dongecentrale,CCGT,nlNode,21,Energy Producer NL C,0,0.59
EDH,CCGT,nlNode,4,Energy Producer NL C,156.88467299051422,0.59
EHV,CCGT,nlNode,6,Energy Producer NL B,0,0.59
ELSTA,CCGT,nlNode,17,Energy Producer NL A,638.744740032808,0.59
ENSCH,CCGT,nlNode,19,Energy Producer NL B,0,0.59
ERICA,CCGT,nlNode,9,Energy Producer NL A,88.24762855716426,0.59
Eemscentrale (EC20),CCGT,nlNode,29,Energy Producer NL A,183.4990371585479,0.59
Eemscentrale (EC3),CCGT,nlNode,25,Energy Producer NL B,502.87140717495186,0.59
Eemscentrale (EC4),CCGT,nlNode,15,Energy Producer NL B,502.87140717495186,0.59
Eemscentrale (EC5),CCGT,nlNode,6,Energy Producer NL B,505.6729191926396,0.59
Eemscentrale (EC6),CCGT,nlNode,24,Energy Producer NL B,502.87140717495186,0.59
Eemscentrale (EC7),CCGT,nlNode,16,Energy Producer NL A,504.2721631837957,0.59
HM12,CCGT,nlNode,8,Energy Producer NL A,0,0.59
HTB,CCGT,nlNode,21,Energy Producer NL C,44.824192283004066,0.59
KLAZI,CCGT,nlNode,26,Energy Producer NL C,88.24762855716426,0.59
LD12,CCGT,nlNode,25,Energy Producer NL A,116.26274873404179,0.59
LWE5,CCGT,nlNode,25,Energy Producer NL C,0,0.59
MK11,CCGT,nlNode,26,Energy Producer NL B,144.27786891091935,0.59
MVL380 Centrale Rotterdam 1,Coal PSC,nlNode,22,Energy Producer NL C,1031.5282971827473,0.44
Magnum Centrale (10),CCGT,nlNode,30,Energy Producer NL A,612.1303758647742,0.59
Magnum Centrale (20),CCGT,nlNode,8,Energy Producer NL B,612.1303758647742,0.59
Magnum Centrale (30),CCGT,nlNode,12,Energy Producer NL C,612.1303758647742,0.59
Maxima Centrale (FL30),CCGT,nlNode,22,Energy Producer NL C,0,0.59
Maxima Centrale (FL4),CCGT,nlNode,21,Energy Producer NL C,609.3288638470865,0.59
Maxima Centrale (FL5),CCGT,nlNode,16,Energy Producer NL A,612.1303758647742,0.59
Moerdijk 1,CCGT,nlNode,25,Energy Producer NL A,487.4630910776692,0.59
Moerdijk 2,CCGT,nlNode,4,Energy Producer NL A,596.7220597674916,0.59
PU-1,CCGT,nlNode,20,Energy Producer NL C,93.85065259253976,0.59
ROC1,CCGT,nlNode,4,Energy Producer NL B,33.61814421225305,0.59
ROC2,CCGT,nlNode,7,Energy Producer NL B,33.61814421225305,0.59
Rijnmond II,CCGT,nlNode,19,Energy Producer NL B,599.5235717851793,0.59
Rijnmond1,CCGT,nlNode,21,Energy Producer NL A,1120.6048070751017,0.59
SAL,CCGT,nlNode,20,Energy Producer NL C,84.04536053063262,0.59
Sloecentrale (unit 10),CCGT,nlNode,11,Energy Producer NL B,605.1265958205549,0.59
Sloecentrale (unit 20),CCGT,nlNode,22,Energy Producer NL C,605.1265958205549,0.59
UCML,CCGT,nlNode,11,Energy Producer NL C,110.6597246986663,0.59
Willem Alexander Centrale,Coal PSC,nlNode,25,Energy Producer NL C,351.3687359760658,0.44
gresnigt,CCGT,nlNode,20,Energy Producer NL C,33.61814421225305,0.59
Only Offshore wind PGT plant NL,Offshore wind PGT,nlNode,17,Pref Investor Verylarge NL,378,1.02
Onshore wind PGT plant NL 1,Onshore wind PGT,nlNode,24,Pref Investor Medium NL,600,1
Onshore wind PGT plant NL 2,Onshore wind PGT,nlNode,7,Pref Investor Verylarge NL,600,1
Onshore wind PGT plant NL 3,Onshore wind PGT,nlNode,10,Pref Investor Small NL,600,1
Onshore wind PGT plant NL 4,Onshore wind PGT,nlNode,30,Pref Investor Large NL,600,1
Onshore wind PGT plant NL 5,Onshore wind PGT,nlNode,3,Pref Investor Large NL,600,1
Last Onshore wind PGT plant NL,Onshore wind PGT,nlNode,6,Pref Investor Verylarge NL,65,1
Photovoltaic PGT plant NL 1,Photovoltaic PGT,nlNode,21,Pref Investor Large NL,500,1.1
Photovoltaic PGT plant NL 2,Photovoltaic PGT,nlNode,4,Pref Investor Verylarge NL,500,1.1
Photovoltaic PGT plant NL 3,Photovoltaic PGT,nlNode,11,Pref Investor Small NL,500,1.1
Photovoltaic PGT plant NL 4,Photovoltaic PGT,nlNode,6,Pref Investor Large NL,500,1.1
Last Photovoltaic PGT plant NL,Photovoltaic PGT,nlNode,4,Pref Investor Medium NL,9.999999999999773,1.1
